dataset,instance,perturbation,evaluation_mode,level_percent,replicate,anc,delta_anc_percent,anc_prefix_k,fht_50,fht_10,lcc_at_k_frac,time_select,time_anc,k
synthetic_sbm_1000,g_7,edge_add,unweighted_original,10,1,0.32387661261261264,0.5543910931000599,0.8564617684351018,292.0,657.0,0.849,0.678870677947998,0.5740540027618408,150
synthetic_sbm_1000,g_7,edge_add,unweighted_original,15,1,0.3257061021021021,1.1223950627070822,0.8565071738405071,293.0,664.0,0.85,0.6735877990722656,0.6056146621704102,150
synthetic_sbm_1000,g_7,edge_add,unweighted_original,20,1,0.3268874914914915,1.4891825554365679,0.8565071738405071,293.0,667.0,0.85,0.6682255268096924,0.6120753288269043,150
synthetic_sbm_1000,g_8,clean,unweighted_original,0,0,0.32348565165165166,0.0,0.8565071738405071,293.0,658.0,0.85,0.6608321666717529,0.6336984634399414,150
synthetic_sbm_1000,g_8,node_delete,unweighted_original,1,1,0.32260847900520667,-0.2711627677970649,0.8569517214613271,290.0,647.0,0.8505050505050505,0.5849974155426025,0.47513866424560547,148
synthetic_sbm_1000,g_8,node_delete,unweighted_original,3,1,0.323046177709439,-0.1358557759729993,0.8569404104560978,284.0,628.0,0.8505154639175257,0.5050094127655029,0.4482128620147705,145
synthetic_sbm_1000,g_8,node_delete,unweighted_original,5,1,0.32258622664475506,-0.2780417005528138,0.856928622927181,279.0,618.0,0.8505263157894737,0.507213830947876,0.4029514789581299,142
synthetic_sbm_1000,g_8,node_delete,unweighted_original,10,1,0.32122341147228056,-0.6993324643057779,0.8563968195113912,264.0,576.0,0.85,0.4598813056945801,0.3796672821044922,135
synthetic_sbm_1000,g_8,node_delete,unweighted_original,15,1,0.31864034789554985,-1.497841938695792,0.8568613593847433,248.0,539.0,0.8505882352941176,0.40860700607299805,0.34246230125427246,127
synthetic_sbm_1000,g_8,node_delete,unweighted_original,20,1,0.31509189220901124,-2.5947857037193467,0.8562588652482269,234.0,497.0,0.85,0.35229039192199707,0.3007173538208008,120
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,1,1,0.32350341541541544,0.005491360643997738,0.8565071738405071,293.0,648.0,0.85,0.5418910980224609,0.4677150249481201,150
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,3,1,0.32298055255255254,-0.15614265934831847,0.8565071738405071,293.0,647.0,0.85,0.5450103282928467,0.4899158477783203,150
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,5,1,0.32254927327327326,-0.28946519686342903,0.8565071738405071,293.0,644.0,0.85,0.5721447467803955,0.48815131187438965,150
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,10,1,0.31986846046046047,-1.1181921586699608,0.8565071738405071,293.0,635.0,0.85,0.578364372253418,0.4730372428894043,150
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,15,1,0.3187778658658659,-1.4553306342178693,0.8565071738405071,293.0,638.0,0.85,0.5500929355621338,0.47423601150512695,150
synthetic_sbm_1000,g_8,edge_delete,unweighted_original,20,1,0.3165336876876877,-2.149079542931398,0.8565071738405071,291.0,629.0,0.85,0.546654224395752,0.457622766494751,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,1,1,0.32425563563563564,0.23802724481058077,0.8565071738405071,293.0,656.0,0.85,0.5747044086456299,0.47037506103515625,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,3,1,0.3244057217217217,0.28442376512601597,0.8565071738405071,293.0,658.0,0.85,0.5706698894500732,0.49972987174987793,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,5,1,0.32491373573573573,0.44146752005616435,0.8565071738405071,293.0,661.0,0.85,0.5781195163726807,0.5653243064880371,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,10,1,0.32649777377377376,0.9311455103936809,0.8565071738405071,293.0,669.0,0.85,0.7255241870880127,0.6098742485046387,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,15,1,0.32772158758758757,1.3094664057920604,0.8565071738405071,293.0,675.0,0.85,0.660698652267456,0.6177270412445068,150
synthetic_sbm_1000,g_8,edge_add,unweighted_original,20,1,0.3277727327327327,1.3252770437242258,0.8565071738405071,293.0,672.0,0.85,0.6910195350646973,0.619178056716919,150
synthetic_sbm_1000,g_9,clean,unweighted_original,0,0,0.3231932692692693,0.0,0.8565071738405071,293.0,653.0,0.85,0.6575188636779785,0.5918829441070557,150
synthetic_sbm_1000,g_9,node_delete,unweighted_original,1,1,0.32398599470205314,0.24527906616873177,0.8569517214613271,290.0,653.0,0.8505050505050505,0.6183261871337891,0.5551238059997559,148
synthetic_sbm_1000,g_9,node_delete,unweighted_original,3,1,0.3219702695561558,-0.3784112571027939,0.8569404104560978,284.0,632.0,0.8505154639175257,0.5991697311401367,0.5348386764526367,145
synthetic_sbm_1000,g_9,node_delete,unweighted_original,5,1,0.32156434678287976,-0.5040087901807064,0.856928622927181,279.0,619.0,0.8505263157894737,0.56734299659729,0.5107419490814209,142
synthetic_sbm_1000,g_9,node_delete,unweighted_original,10,1,0.3211831939466348,-0.6219421979854955,0.8563968195113912,264.0,580.0,0.85,0.5286526679992676,0.4170191287994385,135
synthetic_sbm_1000,g_9,node_delete,unweighted_original,15,1,0.3206602907552545,-0.7837349211330379,0.8568613593847433,249.0,547.0,0.8505882352941176,0.4516613483428955,0.40434837341308594,127
synthetic_sbm_1000,g_9,node_delete,unweighted_original,20,1,0.3154959597934919,-2.3816428767779723,0.8562056737588652,234.0,504.0,0.84875,0.3717160224914551,0.3316965103149414,120
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,1,1,0.32318801401401404,-0.0016260410580718947,0.8565071738405071,293.0,653.0,0.85,0.5286314487457275,0.5226995944976807,150
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,3,1,0.32193314714714716,-0.3898973901811818,0.8565071738405071,293.0,657.0,0.85,0.5480329990386963,0.4664757251739502,150
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,5,1,0.32208032832832834,-0.34435771000345106,0.8565071738405071,293.0,647.0,0.85,0.598745584487915,0.4989128112792969,150
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,10,1,0.32096454254254253,-0.6895956502330125,0.8565071738405071,291.0,649.0,0.85,0.5845897197723389,0.46217846870422363,150
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,15,1,0.320395981981982,-0.8655153288346237,0.8565071738405071,293.0,641.0,0.85,0.5467031002044678,0.45767736434936523,150
synthetic_sbm_1000,g_9,edge_delete,unweighted_original,20,1,0.31808391391391394,-1.5808978221939596,0.8565071738405071,291.0,638.0,0.85,0.555621862411499,0.4617912769317627,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,1,1,0.32351275475475477,0.09885276577938672,0.8565071738405071,293.0,656.0,0.85,0.5496087074279785,0.46297478675842285,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,3,1,0.32497094494494494,0.5500348691341669,0.8565071738405071,293.0,660.0,0.85,0.5510797500610352,0.5182738304138184,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,5,1,0.3246432032032032,0.44862751542202706,0.8565071738405071,293.0,662.0,0.85,0.542107105255127,0.4733312129974365,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,10,1,0.3264674734734735,1.0130793291602558,0.8565071738405071,293.0,664.0,0.85,0.5552878379821777,0.4803121089935303,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,15,1,0.32668344744744743,1.0799043513713458,0.8565071738405071,293.0,667.0,0.85,0.5520100593566895,0.5081520080566406,150
synthetic_sbm_1000,g_9,edge_add,unweighted_original,20,1,0.3275744364364364,1.3555873787448687,0.8565071738405071,293.0,669.0,0.85,0.5716094970703125,0.5175838470458984,150
